"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093721","1943-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","13",",X","6",",X","1",",X","4","2,Z","1","1,Z","0",",X","25",",X","6",",X","0",",X","0",",X","","","","","","","-8.9",",X,20,","76","2,,X,30,+","28","1,,Z,10,","39.9",",,X,28,","16.1",",X,16,","1500.1","X","539.1",",X","71.3",",,,X","","","","","","","","","49","1,,,Z","0.94",",X","4.29",",,,X","-2.40",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","10",",X","5",",X","0",",X","3",",Z","1",",Z","0",",X","18",",X","3",",X","0",",X","0",",X","","","","","","","-15.0",",X,15,","25",",,Z,03,+","51",",,Z,26,","20.1",",,X,11,","18.9",",X,21,","1938.7","X","438.6",",X","55.8",",,,X","","","","","","","","","51",",,,Z","2.67",",X","7.24",",,,X","-1.90",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","12",",X","7",",X","2",",X","1",",Z","3",",Z","0",",X","15",",X","2",",X","4",",X","0",",X","","","","","","","-11.1",",X,04,","25",",,Z,13,","48",",,Z,21,","38.1",",,X,06,","27.2",",X,31,","2314.5","X","375.8",",X","114.4",",,,X","","","","","","","","","133",",,,Z","6.21",",X","11.74",",,,X","0.68",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","12",",X","5",",X","1",",X","0",",Z","0",",Z","0",",X","6",",X","0",",X","4",",X","0",",X","","","","","","","-1.7",",X,07,","0",",,Z,30,+","0",",T,Z,15,+","34.0",",,X,19,","26.7",",X,25,","2575.1","X","260.6",",X","66.1",",,,X","","","","","","","","","0",",T,,Z","9.65",",X","15.06",",,,X","4.23",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","58.0","X","58.0",",X","17",",X","11",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","24",",X","0",",X","","","","","","","6.1",",X,02,","0",",,Z,31,+","0",",,Z,31,+","41.1",",,X,12,","31.7",",X,08,","2612.1","X","37.0",",X","126.5",",,,X","","","","","","","","","0",",,,Z","19.01",",X","24.03",",,,X","13.99",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","299.0","X","241.0",",X","10",",X","6",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","29",",X","18",",X","","","","","","","15.0",",X,30,","0",",,Z,30,+","0",",,Z,30,+","15.7",",,X,09,","36.1",",X,27,","2612.9","X","0.8",",X","43.7",",,,X","","","","","","","","","0",",,,Z","26.34",",X","31.34",",,,X","21.34",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","529.1","X","230.1",",X","7",",X","4",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","31",",X","13",",X","","","","","","","12.2",",X,01,","0",",,Z,31,+","0",",,Z,31,+","62.7",",,X,11,","35.0",",X,21,","0.3","X","0.3",",X","86.0",",,,X","","","","","","","","","0",",,,Z","25.75",",X","30.70",",,,X","20.79",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","759.1","X","230.0",",X","6",",X","3",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","31",",X","18",",X","","","","","","","15.0",",X,30,+","0",",,Z,31,+","0",",,Z,31,+","7.1",",,X,13,","37.2",",X,14,+","0.3","X","0.0",",X","15.8",",,,X","","","","","","","","","0",",,,Z","25.75",",X","31.53",",,,X","19.97",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","837.1","X","78.0",",X","9",",X","5",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","23",",X","4",",X","","","","","","","6.1",",X,26,","0",",,Z,30,+","0",",,Z,30,+","31.5",",,X,03,","34.4",",X,02,","30.9","X","30.6",",X","58.3",",,,X","","","","","","","","","0",",,,Z","19.91",",X","25.25",",,,X","14.57",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","840.1","X","3.0",",X","8",",X","6",",X","2",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","8",",X","0",",X","","","","","","","5.0",",X,11,","0",",,Z,31,+","0",",T,Z,26,","67.3",",,X,26,","26.7",",X,09,+","191.4","X","160.5",",X","153.2",",,,X","","","","","","","","","0",",T,,Z","13.25",",X","17.99",",,,X","8.51",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","840.1","X","0.0",",X","7",",X","5",",X","1",",X","0",",Z","0",",Z","0",",X","5",",X","0",",X","0",",X","0",",X","","","","","","","-2.8",",X,29,","0",",,Z,30,+","0",",T,Z,11,","28.2",",,X,08,","20.0",",X,08,","513.5","X","322.1",",X","59.2",",,,X","","","","","","","","","0",",T,,Z","7.60",",X","12.15",",,,X","3.04",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1943-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","840.1","X","0.0",",X","4",",X","2",",X","1",",X","0",",Z","0",",Z","0",",X","20",",X","4",",X","0",",X","0",",X","","","","","","","-10.0",",X,16,+","0",",,Z,31,+","0",",T,Z,29,+","32.8",",,X,26,","16.1",",X,09,","1013.2","X","499.7",",X","37.4",",,,X","","","","","","","","","0",",T,,Z","2.21",",X","6.70",",,,X","-2.28",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","6",",X","6",",X","1",",X","4",",Z","2",",Z","0",",X","23",",X","2",",X","0",",X","0",",X","","","","","","","-9.4",",X,09,","51",",,Z,17,+","56",",,Z,16,","71.9",",,X,03,","20.6",",X,27,","1498.7","X","485.5",",X","113.9",",,,X","","","","","","","","","112",",,,Z","2.67",",X","6.77",",,,X","-1.43",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","7",",X","6",",X","0",",X","3",",X","2",",X","0",",X","21",",X","3",",X","0",",X","0",",X","","","","","","","-8.3",",X,13,","25",",,X,13,+","43",",,X,11,","14.2",",,X,11,","18.9",",X,24,","1957.3","X","458.6",",X","55.4",",,,X","","","","","","","","","68",",,,X","2.52",",X","6.49",",,,X","-1.45",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","13",",X","10",",X","2",",X","3",",Z","2",",Z","0",",X","15",",X","3",",X","0",",X","0",",X","","","","","","","-6.7",",X,05,","51",",,Z,19,","64",",,Z,19,","30.2",",,X,23,+","20.6",",X,16,","2372.3","X","415.0",",X","155.8",",,,X","","","","","","","","","117",",,,Z","4.95",",X","9.52",",,,X","0.37",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","14",",X","9",",X","0",",X","0",",Z","0",",Z","0",",X","3",",X","0",",X","7",",X","0",",X","","","","","","","-1.1",",X,05,","0",",T,Z,04,","5",",,Z,04,","21.1",",,X,24,","25.6",",X,30,","2586.5","X","214.2",",X","81.4",",,,X","","","","","","","","","5",",,,Z","11.19",",X","16.48",",,,X","5.91",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","96.3","X","96.3",",X","8",",X","6",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","27",",X","3",",X","","","","","","","9.4",",X,08,","0",",,Z,31,+","0",",,Z,31,+","13.2",",,X,07,","32.8",",X,31,+","2598.4","X","11.9",",X","38.6",",,,X","","","","","","","","","0",",,,Z","21.05",",X","26.81",",,,X","15.29",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","251.2","X","154.9",",X","9",",X","4",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","29",",X","9",",X","","","","","","","9.4",",X,08,","0",",,Z,30,+","0",",,Z,30,+","20.1",",,X,23,","37.2",",X,29,","2604.0","X","5.6",",X","46.1",",,,X","","","","","","","","","0",",,,Z","23.31",",X","28.67",",,,X","17.95",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","494.5","X","243.3",",X","8",",X","5",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","31",",X","14",",X","","","","","","","16.7",",X,22,","0",",,Z,31,+","0",",,Z,31,+","10.4",",,X,16,","35.6",",X,30,+","0.0","X","0.0",",X","35.5",",,,X","","","","","","","","","0",",,,Z","26.18",",X","31.66",",,,X","20.70",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","698.2","X","203.7",",X","7",",X","3",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","31",",X","10",",X","","","","","","","13.3",",X,25,","0",",,Z,31,+","0",",,Z,31,+","68.8",",,X,02,","36.7",",X,04,","0.0","X","0.0",",X","82.8",",,,X","","","","","","","","","0",",,,Z","24.90",",X","30.12",",,,X","19.69",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","807.0","X","108.8",",X","11",",X","9",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","25",",X","3",",X","","","","","","","10.6",",X,24,","0",",,Z,30,+","0",",,Z,30,+","86.6",",,X,13,","34.4",",X,03,","15.2","X","15.2",",X","139.1",",,,X","","","","","","","","","0",",,,Z","21.45",",X","25.78",",,,X","17.12",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","815.6","X","8.6",",X","7",",X","6",",X","1",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","10",",X","0",",X","","","","","","","2.2",",X,28,+","0",",,Z,31,+","0",",,Z,31,+","39.4",",,X,20,","30.0",",X,07,","164.5","X","149.3",",X","94.2",",,,X","","","","","","","","","0",",,,Z","13.79",",X","18.51",",,,X","9.08",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","815.6","X","0.0",",X","7",",X","6",",X","1",",X","0",",Z","0",",Z","0",",X","2",",X","0",",X","0",",X","0",",X","","","","","","","-2.2",",X,26,","0",",,X,30,+","0",",T,Z,30,","58.7",",,X,27,","20.6",",X,08,+","464.5","X","300.0",",X","98.3",",,,X","","","","","","","","","0",",T,,Z","8.33",",X","12.29",",,,X","4.37",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1944-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","815.6","X","0.0",",X","10",",X","6",",X","0",",X","3",",Z","1",",Z","0",",X","27",",X","4",",X","0",",X","0",",X","","","","","","","-10.6",",X,22,","25",",,X,30,+","25",",,Z,21,","24.1",",,X,27,","12.2",",X,08,","1005.1","X","540.6",",X","76.1",",,,X","","","","","","","","","53",",,,Z","0.90",",X","4.53",",,,X","-2.74",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","9",",X","5",",X","0",",X","7",",Z","2",",Z","0",",X","28",",X","9",",X","0",",X","0",",X","","","","","","","-12.2",",X,25,","102",",,X,16,","117",",,Z,16,","22.9",",,X,16,","10.6",",X,01,","1622.5","X","617.4",",X","74.8",",,,X","","","","","","","","","145",",,,Z","-1.58",",X","1.77",",,,X","-4.94",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","10",",X","8",",X","0",",X","1",",Z","1",",Z","0",",X","17",",X","2",",X","0",",X","0",",X","","","","","","","-8.3",",X,01,","51",",,X,17,","64",",,Z,17,","23.6",",,X,26,","16.1",",X,27,","2054.8","X","432.3",",X","80.2",",,,X","","","","","","","","","64",",,,Z","2.89",",X","6.82",",,,X","-1.03",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","14.8","X","14.8",",X","11",",X","4",",X","0",",X","0",",Z","0",",Z","0",",X","2",",X","0",",X","12",",X","0",",X","","","","","","","0.0",",X,08,+","0",",,Z,31,+","0",",,Z,31,+","12.2",",,X,21,","31.7",",X,29,","2262.3","X","207.5",",X","34.7",",,,X","","","","","","","","","0",",,,Z","12.12",",X","17.95",",,,X","6.28",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","22.8","X","8.0",",X","11",",X","8",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","11",",X","0",",X","","","","","","","2.2",",X,06,","0",",,Z,30,+","0",",,Z,30,+","19.8",",,X,25,","28.9",",X,14,","2388.0","X","125.7",",X","77.8",",,,X","","","","","","","","","0",",,,Z","14.41",",X","19.77",",,,X","9.05",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","58.4","X","35.6",",X","12",",X","8",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","19",",X","0",",X","","","","","","","6.1",",X,11,","0",",,Z,31,+","0",",,Z,31,+","17.8",",,X,26,","31.1",",X,22,","2464.7","X","76.7",",X","84.2",",,,X","","","","","","","","","0",",,,Z","17.01",",X","22.01",",,,X","12.01",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-06","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","231.5","X","173.1",",X","8",",X","7",",X","0",",X","0",",Z","0",",Z","0",",X","0",",X","0",",X","27",",X","11",",X","","","","","","","9.4",",X,06,","0",",,Z,30,+","0",",,Z,30,+","19.8",",,X,21,","37.8",",X,30,","2478.8","X","14.1",",X","76.7",",,,X","","","","","","","","","0",",,,Z","23.63",",X","29.13",",,,X","18.14",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-07","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","432.8","X","201.3",",X","17",",X","12",",X","5",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","","","","","","","12.8",",X,11,","","","0",",,X,31,+","53.6",",,X,17,","37.2",",X,01,","0.0","X","0.0",",X","257.7",",,,X","","","","","","","","","0",",,,X","24.83",",X","29.06",",,,X","20.59",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-08","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","617.7","X","184.9",",X","9",",X","6",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","7",",X","5","","","","4","","13.9",",X,27,","","","0",",,X,31,+","11.4",",,X,24,","35.0",",X,30,","0.6","X","0.6",",X","43.5",",,,X","","","","","","","","","0",",,,X","24.28",",X","29.52",",,,X","19.04",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-09","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","750.3","X","132.6",",X","8",",X","4",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","27",",X","2",",X","8","","","","4","","10.6",",X,30,+","","","0",",,X,30,+","36.1",",,X,17,","32.8",",X,29,+","13.7","X","13.1",",X","92.8",",,,X","","","","","","","","","0",",,,X","22.32",",X","26.84",",,,X","17.79",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-10","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","752.3","X","2.0",",X","5",",X","3",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","6","","","","","","3.9",",X,15,+","","","0",",,X,31,+","8.4",",,X,09,","26.7",",X,29,+","133.8","X","120.1",",X","22.8",",,,X","","","","","","","","","0",",,,X","14.52",",X","19.52",",,,X","9.53",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-11","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","753.7","X","1.4",",X","13",",X","8",",X","1",",X","","","0",",X","0",",X","6",",X","0",",X","4",",X","0",",X","9","","","","","","-3.3",",X,24,","","","0",",T,X,30,","26.9",",,X,28,","24.4",",X,09,","410.4","X","276.6",",X","73.7",",,,X","","","","","","","","","0",",T,,X","9.16",",X","13.72",",,,X","4.60",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1945-12","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","753.7","X","0.0",",X","12",",X","8",",X","2",",X","8",",X","4",",X","0",",X","23",",X","10",",X","0",",X","0",",X","5","","","","1","","-10.6",",X,23,","178",",,X,19,","160",",,X,19,","63.2",",,X,05,","12.8",",X,08,","968.6","X","558.2",",X","154.4",",,,X","","","","","","","","","272",",,,X","0.33",",X","3.36",",,,X","-2.71",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946-01","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","10",",X","7",",X","0",",X","","","2",",X","0",",X","21",",X","5",",X","0",",X","0",",X","8","","","","","","-10.0",",X,23,","","","25",",,X,27,+","8.4",",,X,20,","17.8",",X,06,","1466.0","X","497.4",",X","45.5",",,,X","","","","","","","","","50",",,,X","2.29",",X","6.30",",,,X","-1.73",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946-02","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","10",",X","5",",X","0",",X","","","2",",X","0",",X","19",",X","0",",X","1",",X","0",",X","5","","","","","","-8.3",",X,04,","","","147",",,X,10,","23.6",",,X,19,","21.7",",X,27,","1900.8","X","434.8",",X","68.8",",,,X","","","","","","","","","190",",,,X","2.81",",X","6.98",",,,X","-1.37",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946-03","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","0.0","X","0.0",",X","13",",X","9",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","8",",X","0",",X","10","","","","","","-1.7",",X,01,","0",",,X,31,+","0",",T,X,11,","9.1",",,X,14,","25.0",",X,28,+","2130.9","X","230.1",",X","56.6",",,,X","","","","","","","","","0",",T,,X","10.91",",X","16.27",",,,X","5.55",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946-04","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","3.4","X","3.4",",X","8",",X","4",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","6",",X","0",",X","3","","","","1","","2.2",",X,11,","","","0",",,X,30,+","20.3",",,X,25,","28.9",",X,02,","2308.4","X","177.5",",X","40.5",",,,X","","","","","","","","","0",",,,X","12.53",",X","17.87",",,,X","7.18",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00093721","1946-05","39.17329","-76.68408","42.0","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","","","","","","","","","","","53.9","X","50.5",",X","15",",X","10",",X","2",",X","","","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","14","","","","6","","6.1",",X,04,","","","0",",,X,31,+","26.9",",,X,12,","31.1",",X,31,","2355.5","X","47.1",",X","140.7",",,,X","","","","","","","","","0",",,,X","18.44",",X","23.69",",,,X","13.19",",,,X","","","","","","","","","","","","","","","","","","","","","",""
